,Title,Artist,Streams,Date,Token,Duration,Loudness,Speechiness,Energy,Tempo,Valence,Instrumentalness,Modality
1398,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,616440,2019-07-30,3y3brCCecHC3Db18aIOnny,215316,-6.519,0.079,0.705,121.799,0.27,0.000116,0
1399,Mekanın Sahibi,Norm Ender,629792,2019-07-31,3loy88Lp5qoTHhL8GhRfVZ,191504,-5.769,0.159,0.63,123.029,0.434,0.0,1
1400,Mad Love,Mabel,1028154,2019-08-01,79JBjIq90BrQ8Ws0pUhlzD,169813,-2.999,0.172,0.796,197.705,0.62,0.0,0
1401,BROWN SKIN GIRL,Blue Ivy,651372,2019-08-01,0B3FovCVaGKS5w1FTidEUP,248472,-7.083,0.23,0.602,119.703,0.595,0.0,1
1402,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X,643355,2019-08-01,6woeVu3fVMflqen1t4N6pg,114133,-5.996,0.154,0.513,136.02,0.61,0.0,1
1403,The Bones,Maren Morris,642262,2019-08-01,3npzogdOEiVsieXmmhBepL,197293,-6.642,0.0347,0.57,77.004,0.335,0.0,0
1404,RNP (feat. Anderson .Paak),YBN Cordae,612319,2019-08-01,5lw8Mgb4LyhriPIC86gV6e,175828,-4.696,0.856,0.714,196.043,0.628,0.0,0
1405,Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,606074,2019-08-01,2qRN7PWiHRLprw4FpDeI9N,200733,-6.218,0.219,0.649,88.011,0.84,0.0,0
1406,Club Paradise,Drake,1005693,2019-08-02,6MR5IBSNfDmiwnrlQpVw4w,283816,-6.419,0.102,0.729,184.174,0.543,3.24e-05,0
1407,Draft Day,Drake,927811,2019-08-02,3W3FVHEDetkiRkkGKDmdir,266325,-3.793,0.36,0.81,166.084,0.564,0.0,1
1408,Jodeci Freestyle (feat. J. Cole),Drake,888057,2019-08-02,2xUHiyGeGrWmmfv7NbDTWC,254022,-2.834,0.268,0.844,88.435,0.282,0.0,1
1409,I Get Lonely,Drake,822246,2019-08-02,2ducmmobqydJmv8or1OKTo,253562,-9.178,0.0398,0.501,81.376,0.689,5.61e-06,0
1410,Girls Love Beyoncé (feat. James Fauntleroy),Drake,790950,2019-08-02,56NDFbD0tCUawnqeU2wcvv,225012,-11.25,0.46,0.489,126.046,0.328,0.0,0
1411,OMG (with Carly Rae Jepsen),Gryffin,772189,2019-08-02,2j9YmQRxtjuVwb4XN95oT8,215737,-5.766,0.0532,0.623,177.973,0.616,0.0123,1
1412,My Side,Drake,732308,2019-08-02,4alHkxxwAhvoGg3dJCATKV,294651,-5.661,0.133,0.495,81.012,0.385,7.26e-06,0
1413,Free Spirit (feat. Rick Ross),Drake,699242,2019-08-02,18t8ypY0HYaQuGBxg2KdT2,252884,-4.997,0.33,0.748,100.414,0.225,0.0,1
1414,Can I,Drake,684206,2019-08-02,3e0ZGE7Gp034iLknjQk4QW,189289,-8.56,0.0588,0.178,85.042,0.0674,0.0108,0
1415,Paris Morton Music,Drake,669961,2019-08-02,73IE87H0g2MBmdn41lkVto,251240,-8.635,0.315,0.494,171.978,0.141,7.98e-05,0
1416,Dreams Money Can Buy,Drake,830937,2019-08-03,1qyFlfPREPbRcS2BNszdYI,253803,-6.635,0.529,0.587,180.331,0.33,0.0,1
1417,4pm in Calabasas,Drake,634374,2019-08-03,6C9SwoZ5OrxcvkntgA5t8s,240218,-4.802,0.418,0.66,192.031,0.549,0.0,0
1418,5 Am in Toronto,Drake,621118,2019-08-03,0FnxK9FEAQyPJ284QcieNb,205264,-4.325,0.265,0.88,87.195,0.391,0.0,0
1419,Days in The East,Drake,616125,2019-08-03,4czcw3NVLY0of5hTD7OufN,353698,-11.129,0.135,0.361,94.902,0.0361,0.000285,1
1420,How Bout Now,Drake,589438,2019-08-04,4n4BflhWjCHIxrI4v7Xt9s,235566,-8.364,0.23,0.404,122.062,0.472,0.0,1
1421,Trust Issues,Drake,561867,2019-08-04,4Wjhj0WjkyECccfHVIgaTq,281519,-5.456,0.274,0.539,89.177,0.523,0.0,0
1422,The Motion,Drake,555318,2019-08-04,3t8pnImpBpOwxdtYBpKvA9,241000,-8.307,0.0915,0.725,157.652,0.562,0.000387,0
1423,On A Roll,Ashley O,548919,2019-08-04,56JyMaElW79S7TDWh1Zw1m,154448,-6.354,0.0896,0.81,125.005,0.387,0.0,1
1424,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,591719,2019-08-05,1iWHabUgUuuKLBa0TzTHfk,242956,-8.16,0.0319,0.414,110.508,0.105,0.0,1
1425,Saturday Nights,Khalid,602190,2019-08-06,5kfNriitmkNE8mUbZ7gbq8,210667,-8.559,0.0985,0.44,167.923,0.341,3.02e-05,1
1426,Gold Roses (feat. Drake),Rick Ross,599744,2019-08-06,4aPB8rSxGFISs0o6V2LrTy,345160,-5.318,0.407,0.642,80.142,0.536,0.0,1
1427,Best Part of Me (feat. YEBBA),Ed Sheeran,613041,2019-08-07,0VsGaRXR5WAzpu51unJTis,243267,-8.367,0.0318,0.242,81.657,0.237,9.3e-06,1
1428,I.F.L.Y.,Bazzi,1158091,2019-08-08,4R9ATNRRl1uth17i5qDCc0,165714,-4.823,0.0385,0.519,104.954,0.554,0.0,1
1429,Paradise,Bazzi,763963,2019-08-08,7njKgVl3AnLflRad38o7AG,169038,-6.273,0.0479,0.644,122.061,0.591,0.0,0
1430,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,757436,2019-08-08,7ILEWkpfdK6AjH2D7jppWk,204880,-5.242,0.0333,0.395,81.997,0.678,0.0,1
1431,On My Way,Alan Walker,743985,2019-08-08,4n7jnSxVLd8QioibtTDBDq,193798,-4.929,0.102,0.689,170.087,0.297,0.0,0
1432,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,625131,2019-08-08,2gTdDMpNxIRFSiu7HutMCg,169397,-4.718,0.0379,0.744,119.921,0.277,0.0,1
1433,Giant (with Rag'n'Bone Man),Calvin Harris,616159,2019-08-08,5itOtNx0WxtJmi1TQ3RuRd,229184,-4.311,0.0361,0.887,122.015,0.606,0.000503,0
1434,no tears left to cry,Ariana Grande,612212,2019-08-08,2qT1uLXPVPzGgFOx4jtEuo,205920,-5.507,0.0594,0.713,121.993,0.354,3.11e-06,0
1435,What I Like About You (feat. Theresa Rex),Jonas Blue,609880,2019-08-08,4NSW0Km5ZG60L8FthUebPJ,220396,-3.584,0.05,0.8,102.46,0.553,6.16e-06,1
1436,They Afraid Of You,Trippie Redd,1016847,2019-08-09,5CMUThHlepHR8c1xD0QYzs,138469,-6.493,0.0459,0.616,78.126,0.414,0.0,0
1437,Critical Darling,Slipknot,867435,2019-08-09,3XFaGEb6daqdj39ThpJ2XI,385818,-3.674,0.0913,0.952,137.676,0.0721,0.00643,0
1438,Unsainted,Slipknot,866869,2019-08-09,5mpUKTdskZea0gStWzeHUZ,260773,-2.188,0.0469,0.946,101.305,0.237,0.0253,1
1439,Fear Inoculum,TOOL,863951,2019-08-09,4XW5PGlQ3S4B8Bti7meocj,621027,-10.122,0.0416,0.584,88.241,0.154,0.504,1
1440,Hair Down (feat. Kendrick Lamar),SiR,836022,2019-08-09,6sq5mqtS3jwJjvBHALknJH,217006,-10.833,0.132,0.509,120.074,0.472,0.00011,0
1441,Nero Forte,Slipknot,821009,2019-08-09,56fiFTRrSiHHH3gBeaTg2P,315177,-2.358,0.0846,0.978,129.842,0.496,0.000525,1
1442,Be Yourself,Trippie Redd,815960,2019-08-09,7znO2T2deQ7nZUbyxEAMDB,196861,-6.77,0.212,0.535,90.568,0.0734,3.71e-06,1
1443,Naeem,Bon Iver,781309,2019-08-09,1ff60tDWdcdVN6PtKQXWny,262267,-10.355,0.0441,0.408,125.068,0.164,0.0279,1
1444,Immortal,Trippie Redd,765908,2019-08-09,3Ht9qyE5RZZVkBSV8kcf6v,204048,-8.482,0.323,0.629,159.983,0.607,0.0,0
1445,I Try,Trippie Redd,742162,2019-08-09,45DANEAozzOPHrqmERidgn,161437,-6.751,0.0327,0.627,75.013,0.574,0.0,0
1446,Birth Of The Cruel,Slipknot,727928,2019-08-09,7I6p0xNYahHpUUXj785URX,275839,-4.469,0.0821,0.953,148.189,0.481,0.138,0
1447,Throw It Away,Trippie Redd,675439,2019-08-09,0y5gx9hco8okaSecaH22k1,165773,-7.051,0.227,0.492,135.032,0.279,7.27e-05,1
1448,Rooting For You,Alessia Cara,675290,2019-08-09,1spZPzBLYeVTvd0iDWXgC2,176080,-6.779,0.123,0.527,156.047,0.493,0.00384,1
1449,!,Trippie Redd,703785,2019-08-10,5a1ofLoPiAn5xxf5UE6472,135339,-6.311,0.0841,0.543,119.961,0.693,0.0,1
1450,Te Vi,Piso 21,602660,2019-08-10,059bcIhyc2SBwm6sw2AZzd,231848,-4.246,0.117,0.777,102.02,0.706,3.46e-05,1
1451,Mac 10,Trippie Redd,550629,2019-08-11,4NbHIhW0P5skMNvtOMPDUL,127843,-7.32,0.17,0.619,124.09,0.824,0.0,1
1452,Baila Baila Baila,Ozuna,544416,2019-08-11,7uH27oIt4a6cIFCA8ZPcyG,158400,-2.75,0.111,0.754,99.966,0.533,0.0,0
1453,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,589705,2019-08-12,6WkJ2OK163XXS2oARUC9JM,198053,-6.529,0.0287,0.741,119.896,0.357,1.41e-05,0
1454,Find U Again (feat. Camila Cabello),Mark Ronson,586224,2019-08-12,5Uw7Dut2lZfexn3Y09swpf,176417,-7.162,0.0316,0.664,103.997,0.164,3e-06,1
1455,Gold Roses (feat. Drake),Rick Ross,584685,2019-08-12,1rX5L6pyl3rVWb55D8Cprr,349600,-5.8,0.419,0.633,83.226,0.552,0.0,1
1456,Snake Skin,Trippie Redd,584439,2019-08-12,48BycLu4MtbVvCumpvMMbP,186944,-8.835,0.0498,0.557,144.043,0.553,0.0,0
1457,Daddy (feat. Rich The Kid),Blueface,596968,2019-08-13,4hanO6Du5J7QEguNHYZHmw,151147,-8.214,0.257,0.59,107.934,0.479,0.0,1
1458,Hot Shower,Chance the Rapper,593884,2019-08-13,00ko9WaS4jOX1kEk3gvHjf,225924,-7.578,0.374,0.522,149.986,0.623,0.0,1
1459,Always Remember Us This Way,Lady Gaga,607935,2019-08-14,2rbDhOo9Fh61Bbu23T2qCk,210200,-5.972,0.0409,0.502,129.976,0.296,0.0,1
1460,Si Se Da,Myke Towers,599698,2019-08-14,5KbBGUpIZd6gVFUU8tqYiQ,237013,-5.523,0.326,0.71,93.977,0.703,0.0,0
1461,The London (feat. J. Cole & Travis Scott),Young Thug,1524862,2019-08-15,7DcvwMAiqKJQD1rrdfxSDx,200107,-6.946,0.147,0.586,97.981,0.179,0.0,0
1462,Post Malone (feat. RANI),Sam Feldt,970748,2019-08-15,0qc4QlcCxVTGyShurEv1UU,174444,-3.87,0.122,0.642,107.356,0.651,0.0,1
1463,Sanguine Paradise,Lil Uzi Vert,685217,2019-08-15,3XiNC94b4Tq1xwv70sQJGN,243976,-6.736,0.0666,0.603,134.972,0.207,0.0,0
1464,Te Soñé De Nuevo,Ozuna,615804,2019-08-15,5s8LepdwU0THzpd0M7nLsa,199813,-2.867,0.107,0.683,168.04,0.773,0.0,0
1465,Baila Baila Baila - Remix,Ozuna,604632,2019-08-15,7mWFF4gPADjTQjC97CgFVt,235284,-7.504,0.123,0.572,100.016,0.49,0.0,1
1466,Just How It Is,Young Thug,901960,2019-08-16,5KYhIFNTp4VQUqlsbLWTTu,207133,-10.617,0.411,0.539,82.766,0.627,0.0,1
1467,Sup Mate (feat. Future),Young Thug,878253,2019-08-16,0zNHMc1cGKe4MO5rtGtKRh,238027,-7.951,0.271,0.552,147.043,0.521,0.286,1
1468,Home (feat. Bonn),Martin Garrix,828670,2019-08-16,4aTtHoSBB0CuQGA6vXBNyp,239067,-4.855,0.0307,0.612,128.114,0.236,4.07e-06,0
1469,Ecstasy (feat. Machine Gun Kelly),Young Thug,771670,2019-08-16,1yBbxDXEfr8boXM1ubvBHi,178240,-6.557,0.129,0.691,162.966,0.603,0.0,1
1470,The Archer,Taylor Swift,742926,2019-08-16,3Y7MHz19qCg1Pkxridtu1k,211280,-9.375,0.0401,0.574,124.344,0.166,0.00569,1
1471,In Your Arms (with X Ambassadors),ILLENIUM,706574,2019-08-16,70YPzqSEwJvAIQ6nMs1cjY,220730,-4.75,0.0496,0.806,148.036,0.112,0.0,1
1472,Mannequin Challenge (feat. Juice WRLD),Young Thug,682625,2019-08-16,5TnLXSd4h6G06Fbt2ApOpa,162400,-7.466,0.086,0.583,132.01,0.443,0.0,0
1473,Yeah,Luciano,679268,2019-08-16,7HRuk2l86d8mgdmjhq4ypo,202347,-7.964,0.243,0.48,83.001,0.479,0.00017,1
1474,Eiskalt,Loredana,666786,2019-08-16,52UVKsw31NTOCTNPTpwbFJ,151558,-6.001,0.14,0.608,180.014,0.677,6.52e-05,1
1475,Light It Up,Young Thug,665862,2019-08-16,41mzryVlFLlz6b1BCtJAjx,209253,-8.546,0.0846,0.515,138.039,0.351,0.0,1
1476,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,660962,2019-08-16,0AtP8EkGPn6SwxKDaUuXec,207760,-6.923,0.184,0.666,91.046,0.726,0.0,0
1477,Lençol Dobrado,João Gustavo e Murilo,630047,2019-08-17,5pRGXCDY0eT6R1QicAn7Uk,179165,-5.042,0.0382,0.664,124.991,0.674,0.0,1
1478,Jet Lag,A$AP Ferg,609029,2019-08-17,0AUurCHJ6A8Ua4yXyKXNuM,203720,-3.297,0.292,0.803,169.986,0.433,2.41e-05,1
1479,Mr. Brightside,The Killers,603725,2019-08-17,7oK9VyNzrYvRFo7nQEYkWN,222587,-3.66,0.0917,0.936,148.112,0.234,0.0,1
1480,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,551366,2019-08-18,4E6RdcCWMiHTu7zy1VTNDo,154661,-3.864,0.0738,0.743,111.454,0.581,0.0,1
1481,Call You Mine,The Chainsmokers,917144,2019-08-19,05CwHjIk71RXVU40boRMnR,217653,-5.59,0.0289,0.702,104.003,0.501,0.0,1
1482,Who Do You Love,The Chainsmokers,645181,2019-08-19,5QiNbIilmMiMBXvaAlf7lN,226747,-4.673,0.0447,0.835,140.024,0.435,0.0,1
1483,Surf (feat. Gunna),Young Thug,625265,2019-08-19,6igOR5QCn09zAVF2ikZjsV,184093,-8.053,0.25,0.561,140.987,0.596,0.0,1
1484,What's the Move (feat. Lil Uzi Vert),Young Thug,599170,2019-08-19,3pTScODwk9tggZzmuH6xDY,251080,-7.877,0.31,0.438,124.018,0.412,0.0,1
1485,Good As Hell,Lizzo,1056651,2019-08-20,6uAm7pG66O1XesXS9bpHSF,159011,-3.187,0.0765,0.905,95.985,0.492,0.0,0
1486,Heaven,Avicii,607516,2019-08-20,0vrmHPfoBadXVr2n0m1aqZ,277262,-5.65,0.0275,0.873,122.011,0.516,0.00982,1
1487,All For Us - from the HBO Original Series Euphoria,Labrinth,632125,2019-08-21,10hMM5nsZQf66ldBlgWBfG,192987,-7.145,0.0931,0.652,70.956,0.172,0.000264,1
1488,Mother's Daughter,Miley Cyrus,617526,2019-08-21,2WyRfGeHo97VC5mP1BBSzr,219080,-4.132,0.0594,0.865,91.017,0.528,0.00169,0
1489,Lover,Taylor Swift,2247100,2019-08-22,0bzbvANY6oETSJLc0wlVGY,221307,-7.582,0.0919,0.543,68.534,0.453,1.58e-05,1
1490,You Need To Calm Down,Taylor Swift,1476935,2019-08-22,29fRTIKsJhLUJoldM89GZS,171387,-5.604,0.0507,0.678,85.025,0.706,0.0,1
1491,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1048314,2019-08-22,4MsUsFfWseB9M2plGJyuIw,193040,-4.143,0.0702,0.839,182.123,0.657,0.0,1
1492,Teeth,5 Seconds of Summer,897788,2019-08-22,1JRK7srBWUtAW7dPabKBwJ,204887,-2.993,0.0405,0.448,139.028,0.431,3.87e-06,0
1493,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,655753,2019-08-22,5JEx7HbmvHQQswJCsoo9rA,182623,-5.029,0.0621,0.758,144.111,0.492,0.0,0
1494,Who Do You Love,The Chainsmokers,644538,2019-08-22,5rAtoPMDrOFN5wLdM6YmRx,228215,-6.19,0.0401,0.778,140.029,0.482,0.0,1
1495,Every Breath You Take,The Police,626399,2019-08-22,1JSTJqkT5qHq8MDJnJbRE1,253920,-9.796,0.0348,0.452,117.401,0.74,0.00294,1
1496,you should see me in a crown,Billie Eilish,626125,2019-08-22,3XF5xLJHOQQRbWya6hBp7d,180953,-10.485,0.186,0.533,150.455,0.323,0.219,1
1497,Promises (with Sam Smith),Calvin Harris,623538,2019-08-22,5N5k9nd479b1xpDZ4usjrg,213309,-5.991,0.0394,0.768,123.07,0.486,4.91e-06,1
1498,Don't Stop Believin',Journey,614061,2019-08-22,4bHsxqR3GMrXTxEPLuK5ue,250987,-9.072,0.0363,0.748,118.852,0.514,0.0,1
1499,Treat You Better,Shawn Mendes,613151,2019-08-22,3QGsuHI8jO1Rx4JWLUh9jd,187973,-4.078,0.341,0.819,82.695,0.747,0.0,0
1500,Ella Quiere Beber - Remix,Anuel AA,609223,2019-08-22,3f5lA8nnc4YYF1qf78WpHw,219357,-3.083,0.124,0.665,95.239,0.697,0.0,1
1501,No Way!,Bazzi,606711,2019-08-22,0yYwS7CXKIPC4kWPvZQfsT,112105,-4.117,0.0407,0.709,76.058,0.357,0.0,0
1502,Te Soñé de Nuevo,Ozuna,605951,2019-08-22,7lR4UmEDJ1ngczVX2NiNi4,198404,-3.457,0.0847,0.657,83.987,0.753,0.0,0
1503,BOY BYE,BROCKHAMPTON,846773,2019-08-23,6e7hIhOLH9zvb3zP5O5gt0,142187,-7.143,0.151,0.747,124.932,0.784,0.0,1
1504,SUGAR,BROCKHAMPTON,800406,2019-08-23,6U0FIYXCQ3TGrk4tFpLrEA,204533,-8.212,0.0638,0.538,122.973,0.516,0.0,1
1505,People,The 1975,763604,2019-08-23,39sJbSgJmIrB9J1pkRbpaX,160008,-5.257,0.188,0.926,149.957,0.479,0.0187,1
1506,The greatest,Lana Del Rey,735427,2019-08-23,13F2adrvrpaq2383GHh1Jl,300361,-12.334,0.0369,0.229,78.434,0.186,0.0171,0
1507,Intro-Résumé,Miami Yacine,709242,2019-08-23,7kQMPnMzK1bykUxmF4QXbV,148264,-7.935,0.448,0.597,150.176,0.321,0.0,0
1508,#PROUDCATOWNERREMIX,XXXTENTACION,679370,2019-08-23,5dkZ2DrcPJrqwlRQe6Q35e,157293,-6.229,0.39,0.522,145.127,0.235,4.13e-05,1
1509,Brillis,Shirin David,677725,2019-08-23,0sHeIbgbNzKF8rGspC1FHV,186413,-8.737,0.162,0.475,106.016,0.6,0.0,0
1510,ST. PERCY,BROCKHAMPTON,664212,2019-08-23,3wE9jU1zReHLMHLgAsWIYX,210773,-7.016,0.31,0.635,82.087,0.739,0.00568,1
1511,Contra La Pared,Sean Paul,648013,2019-08-24,37eGbhE1xVFSvcKkqGb6i1,224681,-7.14,0.118,0.588,94.052,0.598,0.0,1
1512,Adan y Eva,Paulo Londra,631958,2019-08-24,132ALUzVLmqYB4UsBj5qD6,256972,-4.47,0.336,0.709,171.993,0.72,0.0,1
1513,My Type,Saweetie,562563,2019-08-25,5KBARWIxeMGkvUax9VtVC9,126446,-6.294,0.258,0.811,105.038,0.587,0.0,1
1514,Kill This Love,BLACKPINK,559859,2019-08-25,4pUCKHjJ4Ijewc37rRrvHn,189052,-4.141,0.237,0.861,131.974,0.58,0.00175,1
1515,Rodeo,Lil Nas X,558512,2019-08-25,4ak7xjvBeBOcJGWFDX9w5n,158707,-5.614,0.0324,0.679,140.081,0.657,6.98e-05,1
1516,Fuck it I love you,Lana Del Rey,652007,2019-08-26,28aEiMfveru430xmXhDCy3,218288,-10.653,0.0365,0.453,129.9,0.2,0.00124,0
1517,One Kiss (with Dua Lipa),Calvin Harris,615075,2019-08-26,7ef4DlsgrMEH11cDZd32M6,214847,-3.24,0.11,0.862,123.994,0.592,2.19e-05,0
1518,Easier,5 Seconds of Summer,627632,2019-08-27,4tNXntkAzQ5A2dfYRYGIIQ,157493,-5.604,0.221,0.428,175.813,0.618,0.0,1
1519,Lost In Japan,Shawn Mendes,622026,2019-08-27,79esEXlqqmq0GPz0xQSZTV,201200,-6.784,0.374,0.738,105.027,0.425,0.0,1
1520,Body (feat. Brando),Loud Luxury,621642,2019-08-27,7K7MUBCnzgBAvMVW2RTWNs,163216,-4.399,0.038,0.764,121.958,0.582,9.44e-05,1
1521,Take Me Back to London (feat. Stormzy),Ed Sheeran,620591,2019-08-27,1AI7UPw3fgwAFkvAlZWhE0,189733,-5.513,0.216,0.762,138.059,0.605,0.0,0
1522,NO HALO,BROCKHAMPTON,658367,2019-08-28,694vvR5o19xHPhhJ5QdLN7,259747,-7.034,0.0709,0.573,165.192,0.47,0.00017,1
1523,Tap (feat. Meek Mill),NAV,634473,2019-08-28,5rU6kDNXZLXIinFezpbWbO,148278,-7.033,0.251,0.676,85.018,0.452,0.0,1
1524,Ransom,Lil Tecca,3538952,2019-08-29,1kBbgxAUc4HQv7cgIayIDH,131280,-6.257,0.287,0.642,179.974,0.226,0.0,0
1525,Love Me,Lil Tecca,928416,2019-08-29,7Aem1fAapTdGcHwAYyQYU4,117680,-10.325,0.251,0.435,204.077,0.801,0.0,0
1526,Ransom (with Juice WRLD) - Remix,Lil Tecca,897954,2019-08-29,5DSfqrLkUHLZ9bW0SS3rVy,171227,-6.436,0.276,0.667,180.005,0.373,0.0,0
1527,Did It Again,Lil Tecca,832509,2019-08-29,01Qb6dN5suQNu87VJ1mIpf,116240,-9.922,0.159,0.575,148.767,0.234,0.0,1
1528,It’s Nice To Have A Friend,Taylor Swift,779063,2019-08-29,1SmiQ65iSAbPto6gPFlBYm,150440,-9.912,0.0401,0.175,70.008,0.545,0.000337,1
1529,Nummer 1,Capital Bra,648448,2019-08-29,3drwaFqLSEjqzjNRbjap0R,155000,-6.252,0.223,0.585,96.016,0.663,7.01e-06,0
1530,I'm Yours,Jason Mraz,643148,2019-08-29,3S0OXQeoh0w6AY8WQVckRW,242187,-8.322,0.0468,0.457,150.953,0.718,0.0,1
1531,7empest,TOOL,923777,2019-08-30,0gGfmw4csswZmFPj9YK8GW,943529,-7.397,0.0369,0.803,144.755,0.386,0.834,1
1532,False God,Taylor Swift,873793,2019-08-30,5hQSXkFgbxjZo9uCwd11so,200307,-10.862,0.239,0.32,79.97,0.351,0.000147,0
1533,Litanie contre la Peur,TOOL,856609,2019-08-30,4qE9yOgBNsARadpZTAb6RH,134490,-22.812,0.0479,0.0137,136.297,0.0371,0.956,0
1534,Descending,TOOL,853394,2019-08-30,0aTiUssEOy0Mt69bsavj6K,817832,-9.571,0.0493,0.61,172.677,0.24,0.769,1
1535,Vendetta,RAF Camora,848303,2019-08-30,28r8yfatcoOTY7ZjqhKaJM,155677,-5.994,0.0369,0.871,123.086,0.668,0.000888,0
1536,The Next Best American Record,Lana Del Rey,800030,2019-08-30,7vRfxLcDDwgYW2WTrtEgUV,349347,-9.77,0.0353,0.352,107.892,0.113,3.81e-05,1
1537,Soon You’ll Get Better (feat. Dixie Chicks),Taylor Swift,783913,2019-08-30,4AYtqFyFbX0Xkc2wtcygTr,201587,-12.566,0.0641,0.182,207.476,0.421,0.0,1
1538,Happiness is a butterfly,Lana Del Rey,783313,2019-08-30,3lG6OtGDsYAOALxEmubQQm,272485,-10.883,0.0444,0.126,68.614,0.162,1.77e-06,1
1539,Daylight,Taylor Swift,762175,2019-08-30,1fzAuUVbzlhZ1lJAx9PtY6,293453,-9.602,0.0563,0.496,149.983,0.265,0.000173,1
1540,Fendi Drip,Luciano,758571,2019-08-30,1e9QSdX5uLUw6vbrkZJyXi,220880,-6.122,0.505,0.646,168.025,0.711,0.0,1
1541,Legion Inoculant,TOOL,758365,2019-08-30,48C0O5CXfQdfjUCUhOs1YP,189979,-19.052,0.0464,0.143,79.539,0.0262,0.942,1
1542,Not 20 Anymore,Bebe Rexha,749279,2019-08-30,7vWbERTWGCiu6fil02e9kj,183983,-4.809,0.0286,0.553,89.978,0.401,5.1e-06,0
1543,Pneuma,TOOL,773450,2019-08-31,03sEzk1VyrUZSgyhoQR0LZ,713192,-9.338,0.0315,0.529,114.116,0.0561,0.755,0
1544,California,Lana Del Rey,723602,2019-08-31,7oTE1KmtU2ml9zBhv9Reao,305900,-8.096,0.0327,0.412,122.933,0.179,0.0,0
1545,How to disappear,Lana Del Rey,705908,2019-08-31,4qUtC2BwFC154Ha8YQRrkk,228071,-11.802,0.047,0.303,78.888,0.0677,0.000655,1
1546,Invincible,TOOL,701433,2019-08-31,2xKDKtJBLDPd7BF3VmSQQO,764457,-9.133,0.0566,0.566,88.067,0.387,0.786,0
1547,Secreto,Anuel AA,668591,2019-08-31,5W83ErFkO3aKAIS1WMi6u0,258800,-4.156,0.126,0.803,91.987,0.706,0.00853,1
1548,Fear Inoculum,TOOL,667663,2019-08-31,39zWYYZStDgWi32sOU9AX4,620101,-10.091,0.0415,0.584,87.894,0.159,0.52,1
1549,The greatest,Lana Del Rey,616150,2019-09-01,6ERZ30cRjVWGtVLhczX9aL,300361,-12.379,0.0406,0.23,78.494,0.192,0.0167,0
1550,On My Way,Alan Walker,583411,2019-09-01,7KhHA3mzt7A3LFlOJEAKpI,193798,-4.929,0.102,0.689,170.087,0.297,0.0,0
1551,Bezerk (feat. A$AP Ferg & Hit-Boy),Big Sean,696136,2019-09-03,2B9wgj9XzbJZLty03PRbVo,151067,-4.673,0.2,0.687,184.026,0.265,0.0,1
1552,Love song,Lana Del Rey,681073,2019-09-03,5tyMJlMqaggzvuX7TtlrTe,229326,-16.529,0.0392,0.0694,134.238,0.241,0.000368,1
1553,Afterglow,Taylor Swift,675684,2019-09-03,1SymEzIT3H8UZfibCs3TYi,223293,-8.746,0.0344,0.449,111.011,0.399,0.0,1
1554,Venice Bitch,Lana Del Rey,674797,2019-09-03,3hwQhakFwm9soLEBnSDH17,577199,-12.986,0.0304,0.298,78.815,0.315,0.228,0
1555,UP IN SMOKE,RIN,645085,2019-09-03,01vR5Z7AHinp9D2wu2BNQS,174600,-5.655,0.153,0.663,77.494,0.314,2.13e-05,0
1556,Time - Edit,NF,656465,2019-09-04,1gZFRYcPz3wKevEaNYRwfW,230611,-3.885,0.07,0.703,97.968,0.257,0.0,1
1557,Mariners Apartment Complex,Lana Del Rey,652268,2019-09-04,6OG05bPAwUuV3OMvy2Vy1P,247150,-12.668,0.0289,0.26,75.962,0.185,0.00099,1
1558,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,647958,2019-09-04,2S93hylQBYLndMnaJuso8S,143292,-5.047,0.0496,0.471,75.003,0.391,0.000197,1
1559,Circles,Post Malone,4428925,2019-09-05,4VginDwYTP2eaHJzO0QMjG,214907,-3.537,0.0402,0.758,120.003,0.534,0.00144,1
1560,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2087851,2019-09-05,3KkXRkHbMCARz0aVfEt68P,158040,-5.574,0.0466,0.479,89.911,0.913,0.0,1
1561,Wow.,Post Malone,1172615,2019-09-05,6MWtB6iiXyIwun0YzU6DFP,149520,-7.399,0.178,0.539,99.947,0.385,2.1e-06,0
1562,Death By A Thousand Cuts,Taylor Swift,662205,2019-09-05,2dgFqt3w9xIQRjhPtwNk3D,198533,-6.754,0.0629,0.732,94.071,0.313,0.0,1
1563,Cinnamon Girl,Lana Del Rey,657119,2019-09-05,2mdEsXPu8ZmkHRRtAdC09e,300683,-10.679,0.0378,0.334,67.836,0.148,0.345,0
